questionNumber,team,payType,answer,question,points,include,multipleAnswers,correctAnswer,correct,score
Q45,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Xander's Dragons,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,House Magnus,Free,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Stop Dragon My Horse Heart Around,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,A Team Has No Name,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,That’s what I do: I drink and I know things.,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Davis the Bastard of Voltron,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Bri-Enne Of Green Gables,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Lil' Jon Snow White,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"Ser Dunton, Knight of the Laughing Tree",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,The House of Lesbian Poets,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,The Ed Sheeran Fan Club,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Aaron on the Throne,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"Breaker of Fasts, Mother of Brunches",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Enjol-Raki,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Just Here for CleganeBowl,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Lady Stoneheart,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Arya Dead Yet?,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,"S'now way, Jose!",Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Tormund's Member Rewards Club,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Bronn Swanson,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Matton Of The Hounds,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Sept of Baylor was an Inside job,Paying,No,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,false,0.0
Q45,Ser Hand Rale of House Bannister,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Lady Kristi of the House of Brooks,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Mountain Mellon Crushers,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Bronn: The Decision,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q45,Lord Ben-ish,Paying,Yes,Will Cersei or Dany prove their prophecy wrong and bear a child?  [Daenerys Targaryen],2.0,true,false,Yes,true,2.0
Q01,Bri-Anne,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,No Ygrittes,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,A Girl Has No Team Name,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Sword Swallowers through and through,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,A Wizard of Cersei,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Flea Bottom Feeders,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Safari Ary,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Sand Snake Realness,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Little Fingers’ Little Finger,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Stark Raving Mad,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Lady Elizabeth of House Wray,Free,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Dany Snow,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,All Bronn and no brains,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Xander's Dragons,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,House Magnus,Free,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Stop Dragon My Horse Heart Around,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,A Team Has No Name,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,That’s what I do: I drink and I know things.,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Davis the Bastard of Voltron,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Bri-Enne Of Green Gables,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Lil' Jon Snow White,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,"Ser Dunton, Knight of the Laughing Tree",Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,The House of Lesbian Poets,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,The Ed Sheeran Fan Club,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Aaron on the Throne,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,"Breaker of Fasts, Mother of Brunches",Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Enjol-Raki,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Just Here for CleganeBowl,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Lady Stoneheart,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Arya Dead Yet?,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,"S'now way, Jose!",Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Tormund's Member Rewards Club,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Bronn Swanson,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Matton Of The Hounds,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Sept of Baylor was an Inside job,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q01,Ser Hand Rale of House Bannister,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Lady Kristi of the House of Brooks,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Mountain Mellon Crushers,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Bronn: The Decision,Paying,Lives,Daenerys Targaryen,3.0,true,false,Lives,true,3.0
Q01,Lord Ben-ish,Paying,Dies,Daenerys Targaryen,3.0,true,false,Lives,false,0.0
Q03,Bri-Anne,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,No Ygrittes,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,A Girl Has No Team Name,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,Sword Swallowers through and through,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,A Wizard of Cersei,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Flea Bottom Feeders,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Safari Ary,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Sand Snake Realness,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Little Fingers’ Little Finger,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Stark Raving Mad,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Lady Elizabeth of House Wray,Free,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Dany Snow,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,All Bronn and no brains,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Xander's Dragons,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,House Magnus,Free,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Stop Dragon My Horse Heart Around,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,A Team Has No Name,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,That’s what I do: I drink and I know things.,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Davis the Bastard of Voltron,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Bri-Enne Of Green Gables,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Lil' Jon Snow White,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,"Ser Dunton, Knight of the Laughing Tree",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,The House of Lesbian Poets,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,The Ed Sheeran Fan Club,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Aaron on the Throne,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,"Breaker of Fasts, Mother of Brunches",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Enjol-Raki,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,Just Here for CleganeBowl,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,Lady Stoneheart,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,Arya Dead Yet?,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,"S'now way, Jose!",Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Tormund's Member Rewards Club,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Bronn Swanson,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Matton Of The Hounds,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Sept of Baylor was an Inside job,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Ser Hand Rale of House Bannister,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Lady Kristi of the House of Brooks,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Mountain Mellon Crushers,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q03,Bronn: The Decision,Paying,Dies,Sansa Stark,3.0,true,false,Lives,false,0.0
Q03,Lord Ben-ish,Paying,Lives,Sansa Stark,3.0,true,false,Lives,true,3.0
Q32,Bri-Anne,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,No Ygrittes,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,A Girl Has No Team Name,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Sword Swallowers through and through,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,A Wizard of Cersei,Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Flea Bottom Feeders,Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Safari Ary,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Sand Snake Realness,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Little Fingers’ Little Finger,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Stark Raving Mad,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Lady Elizabeth of House Wray,Free,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Dany Snow,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,All Bronn and no brains,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Xander's Dragons,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,House Magnus,Free,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Stop Dragon My Horse Heart Around,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,A Team Has No Name,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,That’s what I do: I drink and I know things.,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Davis the Bastard of Voltron,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Bri-Enne Of Green Gables,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Lil' Jon Snow White,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Ser Dunton, Knight of the Laughing Tree",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,The House of Lesbian Poets,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,The Ed Sheeran Fan Club,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Aaron on the Throne,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"Breaker of Fasts, Mother of Brunches",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Enjol-Raki,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Just Here for CleganeBowl,Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Lady Stoneheart,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Arya Dead Yet?,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,"S'now way, Jose!",Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Tormund's Member Rewards Club,Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Bronn Swanson,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Matton Of The Hounds,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Sept of Baylor was an Inside job,Paying,Yes,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,false,0.0
Q32,Ser Hand Rale of House Bannister,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Lady Kristi of the House of Brooks,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Mountain Mellon Crushers,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Bronn: The Decision,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q32,Lord Ben-ish,Paying,No,Does Arya personally kill the following characters on her list  [The Hound],1.0,true,false,No,true,1.0
Q42,Bri-Anne,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,No Ygrittes,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,A Girl Has No Team Name,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Sword Swallowers through and through,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,A Wizard of Cersei,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Flea Bottom Feeders,Paying,Rhaegal,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Safari Ary,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Sand Snake Realness,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Little Fingers’ Little Finger,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Stark Raving Mad,Paying,Rhaegal,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Lady Elizabeth of House Wray,Free,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Dany Snow,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,All Bronn and no brains,Paying,Rhaegal,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Xander's Dragons,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,House Magnus,Free,Rhaegal,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Rhaegal,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Stop Dragon My Horse Heart Around,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,A Team Has No Name,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,That’s what I do: I drink and I know things.,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Davis the Bastard of Voltron,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Bri-Enne Of Green Gables,Paying,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Lil' Jon Snow White,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Ser Dunton, Knight of the Laughing Tree",Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,The House of Lesbian Poets,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,The Ed Sheeran Fan Club,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Aaron on the Throne,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"Breaker of Fasts, Mother of Brunches",Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Enjol-Raki,Paying,None of them Live,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Just Here for CleganeBowl,Paying,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Lady Stoneheart,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Arya Dead Yet?,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,"S'now way, Jose!",Paying,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Tormund's Member Rewards Club,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Bronn Swanson,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Matton Of The Hounds,Paying,None of them Live,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Sept of Baylor was an Inside job,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Ser Hand Rale of House Bannister,Paying,Nymeria,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Lady Kristi of the House of Brooks,Paying,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Mountain Mellon Crushers,Paying,Drogon,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",true,2.0
Q42,Bronn: The Decision,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q42,Lord Ben-ish,Paying,Ghost,Pick a creature that lives,2.0,true,true,"Drogon, Rhaelgal",false,0.0
Q08,Bri-Anne,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,No Ygrittes,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,A Girl Has No Team Name,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,Sword Swallowers through and through,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,A Wizard of Cersei,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,Flea Bottom Feeders,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,Safari Ary,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,Sand Snake Realness,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,Little Fingers’ Little Finger,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,Stark Raving Mad,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,Lady Elizabeth of House Wray,Free,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,Dany Snow,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,All Bronn and no brains,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
Q08,Xander's Dragons,Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,House Magnus,Free,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Dies,Davos Seaworth,2.0,true,false,Lives,false,0.0
Q08,Stop Dragon My Horse Heart Around,Paying,Lives,Davos Seaworth,2.0,true,false,Lives,true,2.0
